"ID_geno";"ID_modacourt";"Annee_plantation";"NoteGlobaleVITI_CR_2021";"NoteGlobaleVITI_CR_2022";"NoteGlobaleVITI_CR_2023";"NoteGlobaleVITI_CR_2024";"NoteGlobaleVITI_CR_2025";"NoteGlobaleVITI_2021_QT";"NoteGlobaleVITI_2022_QT";"NoteGlobaleVITI_2023_QT";"NoteGlobaleVITI_2024_QT";"NoteGlobaleVITI_2025_QT"
"Floreal";"Floreal";2021;NA;NA;0,0997839623053961;0,84464442010708;0,339965454412332;NA;NA;"3";"5";"3"
"Muscaris";"Muscaris";2021;NA;NA;1,67187511583697;1,33593862951717;0,90102011563395;NA;NA;"5";"5";"5"
"RH05";"ResHamb";2022;NA;NA;NA;NA;-0,153768726028773;NA;NA;NA;NA;"3"
"RM01";"ResDie";2021;NA;NA;-1,58459941647844;NA;NA;NA;NA;"1";NA;NA
"RM02";"ResDie";2021;NA;NA;1,27885232745408;-0,206272870149182;NA;NA;NA;"5";"2";NA
"RM03";"ResDie";2021;NA;NA;-0,573969389208138;-0,552729119684214;NA;NA;NA;"2";"2";NA
"RM04";"ResDie";2021;NA;NA;0,77353731381893;-1,2745129728822;-0,875906252082;NA;NA;"4";"1";"2"
"RM05";"ResDie";2021;NA;NA;-0,405531051329754;-1,07241349398676;NA;NA;NA;"2";"1";NA
"RM06";"ResDie";2021;NA;NA;1,1104139895757;-0,0186090683177068;1,53121883684827;NA;NA;"5";"3";"5"
"RM08";"ResDie";2021;NA;NA;0,26822230018378;0,414461243601082;0,688725056192062;NA;NA;"4";"4";"4"
"RM09";"ResDie";2021;NA;NA;-1,58459941647844;NA;NA;NA;NA;"1";NA;NA
"RM10";"ResDie";2021;NA;NA;-0,0686543755729874;1,95907868944476;2,49406887210745;NA;NA;"3";"5";"5"
"RM11";"ResDie";2021;NA;NA;-1,75303775435682;0,688739107816315;-0,875906252082;NA;NA;"1";"4";"2"
"RM12";"ResDie";2021;NA;NA;-2,08991443011359;NA;NA;NA;NA;"1";NA;NA
"RM13";"ResDie";2021;NA;NA;-0,0686543755729874;0,342282858281284;-0,274124980631749;NA;NA;"3";"3";"2"
"RM14";"ResDie";2021;NA;NA;1,1104139895757;1,30947322156658;1,53121883684827;NA;NA;"5";"5";"5"
"RM15";"ResDie";2021;NA;NA;0,26822230018378;-0,206272870149182;NA;NA;NA;"4";"2";NA
"RM16";"ResDie";2021;NA;NA;0,26822230018378;0,645432076624437;0,0869437831771799;NA;NA;"4";"4";"3"
"RM17";"ResDie";2021;NA;NA;2,121044016846;0,573253691304638;1,35068445572612;NA;NA;"5";"4";"5"
"RM18";"ResDie";2021;NA;NA;0,77353731381893;0,616560722496517;0,809081309230407;NA;NA;"4";"4";"4"
"RM19";"ResDie";2021;NA;NA;-0,742407727086521;-0,624907505004012;-1,23697501589093;NA;NA;"2";"2";"1"
"RM20";"ResDie";2021;NA;NA;-0,573969389208138;-0,71152156738777;NA;NA;NA;"2";"2";NA
"RM21";"ResDie";2021;NA;NA;-2,08991443011359;NA;NA;NA;NA;"1";NA;NA
"RM22";"ResDie";2021;NA;NA;-1,24772274072167;NA;NA;NA;NA;"1";NA;NA
"RM23";"ResDie";2021;NA;NA;-0,237092713451371;0,587689368368598;0,0869437831771799;NA;NA;"2";"4";"3"
"RM24";"ResDie";2021;NA;NA;-0,405531051329754;-1,7364546389289;NA;NA;NA;"2";"1";NA
"RM25";"ResDie";2021;NA;NA;0,0997839623053961;-0,855878338027366;NA;NA;NA;"3";"1";NA
"RM26";"ResDie";2021;NA;NA;-2,08991443011359;NA;NA;NA;NA;"1";NA;NA
"RM27";"ResDie";2021;NA;NA;0,436660638062163;0,847531555519872;0,688725056192062;NA;NA;"4";"5";"4"
"RM28";"ResDie";2021;NA;NA;-1,41616107860006;-1,9529897948883;NA;NA;NA;"1";"1";NA
"RM29";"ResDie";2021;NA;NA;-0,910846064964905;-1,2023345875624;NA;NA;NA;"1";"1";NA
"RM30";"ResDie";2021;NA;NA;-0,0686543755729874;1,30947322156658;0,688725056192062;NA;NA;"3";"5";"4"
"RM31";"ResDie";2021;NA;NA;0,0997839623053961;-2,29944604442333;NA;NA;NA;"3";"1";NA
"RM32";"ResDie";2021;NA;NA;1,78416734108923;1,95907868944476;0,688725056192062;NA;NA;"5";"5";"4"
"RM33";"ResDie";2021;NA;NA;0,941975651697313;-0,206272870149182;-1,71840003430284;NA;NA;"5";"2";"1"
"RM34";"ResDie";2021;NA;NA;-0,0686543755729874;0,0680049940660512;-1,83875628890581;NA;NA;"3";"3";"1"
"RM35";"ResDie";2021;NA;NA;-1,75303775435682;NA;NA;NA;NA;"1";NA;NA
"RM36";"ResDie";2021;NA;NA;0,77353731381893;0,414461243601082;0,809081309230407;NA;NA;"4";"4";"4"
"RM37";"ResDie";2021;NA;NA;-0,0686543755729874;-0,552729119684214;-0,755549999043655;NA;NA;"3";"2";"2"
"RM38";"ResDie";2021;NA;NA;-0,0686543755729874;0,197926087641688;NA;NA;NA;"3";"3";NA
"RM39";"ResDie";2021;NA;NA;0,77353731381893;1,2661661903747;1,65157509145124;NA;NA;"4";"5";"5"
"RM40";"ResDie";2021;NA;NA;-2,08991443011359;NA;NA;NA;NA;"1";NA;NA
"RR049";"ResRhod";2021;NA;NA;-0,405531051329754;-2,50154552331877;NA;NA;NA;"2";"1";NA
"RR050";"ResRhod";2021;NA;NA;-0,742407727086521;-0,552729119684214;-1,59804377969986;NA;NA;"2";"2";"1"
"RR051";"ResRhod";2021;NA;NA;0,26822230018378;0,342282858281284;1,35737091388055;NA;NA;"4";"3";"5"
"RR052";"ResRhod";2021;NA;NA;0,0997839623053961;-0,278451255468981;-1,25034793376443;NA;NA;"3";"2";"1"
"RR053";"ResRhod";2021;NA;NA;1,1104139895757;0,50107530598484;-0,0334124714257966;NA;NA;"5";"4";"3"
"RR054";"ResRhod";2021;NA;NA;-2,08991443011359;NA;NA;NA;NA;"1";NA;NA
"RR055";"ResRhod";2021;NA;NA;-1,41616107860006;-2,42936713799897;NA;NA;NA;"1";"1";NA
"RR056";"ResRhod";2021;NA;NA;-0,573969389208138;-2,24170333616749;-1,25034793376443;NA;NA;"2";"1";"1"
"RR057";"ResRhod";2021;NA;NA;0,941975651697313;-1,10128484811468;-2,29343547157072;NA;NA;"5";"1";"1"
"RR058";"ResRhod";2021;NA;NA;0,941975651697313;0,616560722496517;-0,728804163296655;NA;NA;"5";"4";"2"
"RR059";"ResRhod";2021;NA;NA;0,77353731381893;0,890838586711751;0,553324269176977;NA;NA;"4";"5";"4"
"RR060";"ResRhod";2021;NA;NA;1,78416734108923;0,948581294967589;0,835827144977407;NA;NA;"5";"5";"5"
"RR061";"ResRhod";2021;NA;NA;-1,41616107860006;0,342282858281284;-0,815728125562828;NA;NA;"1";"3";"2"
"RR062";"ResRhod";2021;NA;NA;-1,07928440284329;-0,105223130701465;NA;NA;NA;"1";"3";NA
"RR063";"ResRhod";2021;NA;NA;-0,573969389208138;-2,5592882315746;NA;NA;NA;"2";"1";NA
"RR064";"ResRhod";2021;NA;NA;-0,573969389208138;-1,15902755637052;NA;NA;NA;"2";"1";NA
"RR065";"ResRhod";2021;NA;NA;0,26822230018378;-0,00417339125374743;0,140435451541918;NA;NA;"4";"3";"3"
"RR066";"ResRhod";2021;NA;NA;0,605098975940547;0,0535693170020912;-0,55495624032894;NA;NA;"4";"3";"2"
"RR067";"ResRhod";2021;NA;NA;-0,0686543755729874;-0,72595724445173;-0,902652087829;NA;NA;"3";"2";"2"
"RR068";"ResRhod";2021;NA;NA;-0,237092713451371;-0,827006983899447;-0,728804163296655;NA;NA;"2";"2";"2"
"RR069";"ResRhod";2021;NA;NA;-2,08991443011359;NA;NA;NA;NA;"1";NA;NA
"RR070";"ResRhod";2021;NA;NA;-1,41616107860006;-1,66427625360911;NA;NA;NA;"1";"1";NA
"RR071";"ResRhod";2021;NA;NA;-0,573969389208138;-0,610471827940052;-1,79362269323412;NA;NA;"2";"2";"1"
"RR072";"ResRhod";2021;NA;NA;-0,742407727086521;0,226797441769607;NA;NA;NA;"2";"3";NA
"RR073";"ResRhod";2021;NA;NA;-0,237092713451371;-0,552729119684214;NA;NA;NA;"2";"2";NA
"RR074";"ResRhod";2021;NA;NA;0,605098975940547;0,558818014240679;0,314283374509633;NA;NA;"4";"4";"3"
"RR075";"ResRhod";2021;NA;NA;0,26822230018378;1,06406671147927;0,488131297477347;NA;NA;"4";"5";"4"
"RR076";"ResRhod";2021;NA;NA;0,605098975940547;-0,668214536195891;NA;NA;NA;"4";"2";NA
"RR077";"ResRhod";2021;NA;NA;1,1104139895757;-1,77976167012078;0,357745355642719;NA;NA;"5";"1";"3"
"RR078";"ResRhod";2021;NA;NA;-1,75303775435682;NA;NA;NA;NA;"1";NA;NA
"RR079";"ResRhod";2021;NA;NA;-0,405531051329754;-0,162965838957303;-1,94573962563529;NA;NA;"2";"2";"1"
"RR080";"ResRhod";2021;NA;NA;0,0997839623053961;0,226797441769607;-1,25034793376443;NA;NA;"3";"3";"1"
"RR081";"ResRhod";2021;NA;NA;1,1104139895757;0,169054733513768;0,314283374509633;NA;NA;"5";"3";"3"
"RR082";"ResRhod";2021;NA;NA;-1,41616107860006;-0,437243703172536;NA;NA;NA;"1";"2";NA
"RR083";"ResRhod";2021;NA;NA;0,26822230018378;0,890838586711751;-1,25034793376443;NA;NA;"4";"5";"1"
"RR084";"ResRhod";2021;NA;NA;0,941975651697313;0,342282858281284;0,140435451541918;NA;NA;"5";"3";"3"
"RR085";"ResRhod";2021;NA;NA;-1,07928440284329;0,11131202525793;NA;NA;NA;"1";"3";NA
"RR086";"ResRhod";2021;NA;NA;0,605098975940547;0,948581294967589;-1,77189170266757;NA;NA;"4";"5";"1"
"RR087";"ResRhod";2021;NA;NA;0,941975651697313;0,443332597729002;-0,902652087829;NA;NA;"5";"4";"2"
"RR088";"ResRhod";2021;NA;NA;-1,24772274072167;NA;NA;NA;NA;"1";NA;NA
"RR089";"ResRhod";2021;NA;NA;-0,0686543755729874;-0,884749692155286;NA;NA;NA;"3";"1";NA
"RR090";"ResRhod";2021;NA;NA;0,436660638062163;0,616560722496517;-1,01130703909709;NA;NA;"4";"4";"1"
"RR091";"ResRhod";2021;NA;NA;0,436660638062163;0,443332597729002;1,00967506794512;NA;NA;"4";"4";"5"
"RR092";"ResRhod";2021;NA;NA;1,61572900321085;0,948581294967589;1,18352299091284;NA;NA;"5";"5";"5"
"RR093";"ResRhod";2021;NA;NA;1,27885232745408;-0,00417339125374743;-0,207260394393511;NA;NA;"5";"3";"3"
"RR094";"ResRhod";2021;NA;NA;1,61572900321085;1,00632400322343;0,488131297477347;NA;NA;"5";"5";"4"
"RR095";"ResRhod";2021;NA;NA;1,1104139895757;-1,00023510866696;-0,381108317361226;NA;NA;"5";"1";"2"
"RR096";"ResRhod";2021;NA;NA;0,436660638062163;0,775353170200073;-1,07650001079671;NA;NA;"4";"4";"1"
"RR097";"ResRhod";2021;NA;NA;1,1104139895757;1,00632400322343;1,35737091388055;NA;NA;"5";"5";"5"
"RR098";"ResRhod";2021;NA;NA;0,26822230018378;0,616560722496517;-0,728804163296655;NA;NA;"4";"4";"2"
"RR099";"ResRhod";2021;NA;NA;-0,910846064964905;-2,06847521139998;NA;NA;NA;"1";"1";NA
"RR100";"ResRhod";2021;NA;NA;-0,405531051329754;-1,21677026462636;-1,25034793376443;NA;NA;"2";"1";"1"
"RR101";"ResRhod";2021;NA;NA;-0,405531051329754;0,342282858281284;0,661979220445062;NA;NA;"2";"3";"4"
"RR102";"ResRhod";2021;NA;NA;1,44729066533246;-0,72595724445173;-0,228991384960054;NA;NA;"5";"2";"2"
"RR103";"ResRhod";2021;NA;NA;1,1104139895757;0,717610461944235;0,835827144977407;NA;NA;"5";"4";"5"
"RR104";"ResRhod";2021;NA;NA;1,95260567896761;0,717610461944235;-1,07650001079671;NA;NA;"5";"4";"1"
"RR105";"ResRhod";2021;NA;NA;1,1104139895757;-0,379500994916698;-0,728804163296655;NA;NA;"5";"2";"2"
"RR106";"ResRhod";2021;NA;NA;-0,0686543755729874;0,169054733513768;-0,902652087829;NA;NA;"3";"3";"2"
"RR107";"ResRhod";2021;NA;NA;-0,0686543755729874;0,0535693170020912;-0,55495624032894;NA;NA;"3";"3";"2"
"RR108";"ResRhod";2021;NA;NA;0,77353731381893;0,342282858281284;0,661979220445062;NA;NA;"4";"3";"4"
"RR109";"ResRhod";2021;NA;NA;0,941975651697313;1,16511645092698;0,835827144977407;NA;NA;"5";"5";"5"
"RR110";"ResRhod";2021;NA;NA;-0,237092713451371;0,775353170200073;0,835827144977407;NA;NA;"2";"4";"5"
"RR111";"ResRhod";2021;NA;NA;-1,58459941647844;-0,884749692155286;NA;NA;NA;"1";"1";NA
"RR112";"ResRhod";2021;NA;NA;0,26822230018378;1,16511645092698;0,488131297477347;NA;NA;"4";"5";"4"
"RR113";"ResRhod";2021;NA;NA;1,27885232745408;1,55487973165389;0,488131297477347;NA;NA;"5";"5";"4"
"RR114";"ResRhod";2021;NA;NA;-2,08991443011359;NA;NA;NA;NA;"1";NA;NA
"RR115";"ResRhod";2021;NA;NA;-0,0686543755729874;0,342282858281284;0,835827144977407;NA;NA;"3";"3";"5"
"RR116";"ResRhod";2021;NA;NA;-0,742407727086521;0,948581294967589;1,00967506794512;NA;NA;"2";"5";"5"
"RR117";"ResRhod";2021;NA;NA;-0,742407727086521;0,558818014240679;-0,902652087829;NA;NA;"2";"4";"2"
"RR118";"ResRhod";2021;NA;NA;-0,910846064964905;-0,668214536195891;-1,42419585673214;NA;NA;"1";"2";"1"
"RR119";"ResRhod";2021;NA;NA;-0,0686543755729874;0,558818014240679;0,140435451541918;NA;NA;"3";"4";"3"
"RR120";"ResRhod";2021;NA;NA;-0,742407727086521;0,11131202525793;-0,381108317361226;NA;NA;"2";"3";"2"
"RR121";"ResRhod";2021;NA;NA;-1,92147609223521;NA;NA;NA;NA;"1";NA;NA
"RR122";"ResRhod";2021;NA;NA;1,95260567896761;0,385589889473163;0,835827144977407;NA;NA;"5";"4";"5"
"RR123";"ResRhod";2021;NA;NA;1,44729066533246;1,28060186743866;-0,207260394393511;NA;NA;"5";"5";"3"
"RR124";"ResRhod";2021;NA;NA;-0,0686543755729874;-2,32831739855125;NA;NA;NA;"3";"1";NA
"RR125";"ResRhod";2021;NA;NA;0,26822230018378;-1,15902755637052;-1,25034793376443;NA;NA;"4";"1";"1"
"RR126";"ResRhod";2021;NA;NA;-1,07928440284329;0,50107530598484;NA;NA;NA;"1";"4";NA
"RR127";"ResRhod";2021;NA;NA;-2,08991443011359;NA;NA;NA;NA;"1";NA;NA
"RR128";"ResRhod";2021;NA;NA;0,77353731381893;0,833095878455912;NA;NA;NA;"4";"5";NA
"RR129";"ResRhod";2021;NA;NA;-0,0686543755729874;0,717610461944235;0,488131297477347;NA;NA;"3";"4";"4"
"RR130";"ResRhod";2021;NA;NA;-0,405531051329754;0,674303430752356;0,661979220445062;NA;NA;"2";"4";"4"
"RR131";"ResRhod";2021;NA;NA;-2,08991443011359;NA;NA;NA;NA;"1";NA;NA
"RR132";"ResRhod";2021;NA;NA;-0,0686543755729874;0,226797441769607;0,661979220445062;NA;NA;"3";"3";"4"
"RR133";"ResRhod";2021;NA;NA;0,26822230018378;1,61262243990973;1,87891468278369;NA;NA;"4";"5";"5"
"RR134";"ResRhod";2021;NA;NA;0,77353731381893;0,342282858281284;-0,207260394393511;NA;NA;"4";"3";"3"
"RR135";"ResRhod";2021;NA;NA;0,77353731381893;-1,72201896186495;-0,728804163296655;NA;NA;"4";"1";"2"
"RR136";"ResRhod";2021;NA;NA;-0,0686543755729874;-1,72201896186495;-1,59804377969986;NA;NA;"3";"1";"1"
"RR137";"ResRhod";2021;NA;NA;-1,58459941647844;-0,552729119684214;NA;NA;NA;"1";"2";NA
"RR138";"ResRhod";2021;NA;NA;0,436660638062163;0,226797441769607;-0,207260394393511;NA;NA;"4";"3";"3"
"RR139";"ResRhod";2021;NA;NA;-0,237092713451371;1,28060186743866;0,140435451541918;NA;NA;"2";"5";"3"
"RR140";"ResRhod";2021;NA;NA;1,1104139895757;1,22285915918282;1,35737091388055;NA;NA;"5";"5";"5"
"RR141";"ResRhod";2021;NA;NA;0,0997839623053961;0,385589889473163;NA;NA;NA;"3";"4";NA
"RR142";"ResRhod";2021;NA;NA;1,1104139895757;0,558818014240679;0,314283374509633;NA;NA;"5";"4";"3"
"RR143";"ResRhod";2021;NA;NA;-0,573969389208138;-0,162965838957303;0,835827144977407;NA;NA;"2";"2";"5"
"RR144";"ResRhod";2021;NA;NA;-1,41616107860006;-0,278451255468981;0,314283374509633;NA;NA;"1";"2";"3"
"RR145";"ResRhod";2021;NA;NA;0,605098975940547;-1,77976167012078;NA;NA;NA;"4";"1";NA
"RR146";"ResRhod";2021;NA;NA;0,941975651697313;-1,2745129728822;0,488131297477347;NA;NA;"5";"1";"4"
"RR147";"ResRhod";2021;NA;NA;0,605098975940547;1,61262243990973;NA;NA;NA;"4";"5";NA
"RR148";"ResRhod";2021;NA;NA;0,0997839623053961;-0,509422088492335;0,140435451541918;NA;NA;"3";"2";"3"
"RR149";"ResRhod";2021;NA;NA;-0,237092713451371;-1,17346323343448;NA;NA;NA;"2";"1";NA
"RR150";"ResRhod";2021;NA;NA;0,0997839623053961;-1,63540489948119;NA;NA;NA;"3";"1";NA
"RR151";"ResRhod";2021;NA;NA;-0,910846064964905;-0,740392921515689;NA;NA;NA;"1";"2";NA
"RR152";"ResRhod";2021;NA;NA;-0,0686543755729874;0,934145617903629;1,18352299091284;NA;NA;"3";"5";"5"
"RR153";"ResRhod";2021;NA;NA;-0,237092713451371;0,703174784880275;-0,0334124714257966;NA;NA;"2";"4";"3"
"RR154";"ResRhod";2021;NA;NA;-1,75303775435682;-1,2745129728822;NA;NA;NA;"1";"1";NA
"RR155";"ResRhod";2021;NA;NA;-2,08991443011359;NA;NA;NA;NA;"1";NA;NA
"Vidoc";"Vidoc";2019;NA;NA;0,605098975940547;0,611748830141864;0,944482096245492;NA;NA;"4";"4";"5"
"Vidoc";"Vidoc";2021;NA;NA;0,455376008937539;0,36634232005455;0,140435451715766;NA;NA;"4";"3";"3"
"Coliris";"ResDur2";2022;NA;NA;NA;-1,0579778169228;NA;NA;NA;NA;"1";NA
"Floreal";"Floreal";2022;NA;NA;NA;-0,119658807765425;-0,228991384960054;NA;NA;NA;"3";"2"
"Grenache";"Grenache";2019;NA;NA;NA;-0,220708547213142;NA;NA;NA;NA;"2";NA
"Grenache";"Grenache";2022;NA;NA;NA;2,21892087659604;NA;NA;NA;NA;"5";NA
"Lilaro";"ResDur2";2022;NA;NA;NA;-0,610471827940052;NA;NA;NA;NA;"2";NA
"Muscaris";"Muscaris";2022;NA;NA;NA;0,0535693170020912;0,357745355642719;NA;NA;NA;"3";"3"
"MuscatPG";"MuscatPG";2022;NA;NA;NA;0,226797441769607;-1,20688595263134;NA;NA;NA;"3";"1"
"Opalor";"ResDur2";2022;NA;NA;NA;0,616560722496517;NA;NA;NA;NA;"4";NA
"RH01";"ResHamb";2022;NA;NA;NA;0,457768274792962;-0,207260394393511;NA;NA;NA;"4";"3"
"RH02";"ResHamb";2022;NA;NA;NA;1,71367217935745;0,488131297477347;NA;NA;NA;"5";"4"
"RH03";"ResHamb";2022;NA;NA;NA;-0,119658807765425;-0,728804163296655;NA;NA;NA;"3";"2"
"RH04";"ResHamb";2022;NA;NA;NA;0,602125045432558;1,18352299091284;NA;NA;NA;"4";"5"
"RM41";"ResDie";2022;NA;NA;NA;-1,07241349398676;-0,274124980631749;NA;NA;NA;"1";"2"
"RM42";"ResDie";2022;NA;NA;NA;-0,769264275643608;-2,56089381495904;NA;NA;NA;"2";"1"
"RM43";"ResDie";2022;NA;NA;NA;0,0680049940660512;0,568368801589086;NA;NA;NA;"3";"4"
"RM44";"ResDie";2022;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"RR156";"ResRhod";2022;NA;NA;NA;1,65592947110161;1,70506675981598;NA;NA;NA;"5";"5"
"RR157";"ResRhod";2022;NA;NA;NA;-0,653778859131931;-1,77189170266757;NA;NA;NA;"2";"1"
"RR158";"ResRhod";2022;NA;NA;NA;-0,3073226095969;-0,207260394393511;NA;NA;NA;"2";"3"
"RR159";"ResRhod";2022;NA;NA;NA;-0,0763517765735454;-1,94573962563529;NA;NA;NA;"3";"1"
"RR160";"ResRhod";2022;NA;NA;NA;-0,220708547213142;-1,25034793376443;NA;NA;NA;"2";"1"
"RR161";"ResRhod";2022;NA;NA;NA;0,602125045432558;-0,728804163296655;NA;NA;NA;"4";"2"
