"ID_geno";"ID_modacourt";"Annee_plantation";"NoteGlobaleVITI_CR_2021";"NoteGlobaleVITI_CR_2022";"NoteGlobaleVITI_CR_2023";"NoteGlobaleVITI_CR_2024";"NoteGlobaleVITI_2021_QT";"NoteGlobaleVITI_2022_QT";"NoteGlobaleVITI_2023_QT";"NoteGlobaleVITI_2024_QT"
"RR115";"ResRhod";2021;NA;NA;-0,0686543755729874;0,342282858281284;NA;NA;"3";"3"
"RR116";"ResRhod";2021;NA;NA;-0,742407727086521;0,948581294967589;NA;NA;"2";"5"
"RR117";"ResRhod";2021;NA;NA;-0,742407727086521;0,558818014240679;NA;NA;"2";"4"
"RR118";"ResRhod";2021;NA;NA;-0,910846064964905;-0,668214536195891;NA;NA;"1";"2"
"RR119";"ResRhod";2021;NA;NA;-0,0686543755729874;0,558818014240679;NA;NA;"3";"4"
"RR120";"ResRhod";2021;NA;NA;-0,742407727086521;0,11131202525793;NA;NA;"2";"3"
"RR121";"ResRhod";2021;NA;NA;-1,92147609223521;NA;NA;NA;"1";NA
"RR122";"ResRhod";2021;NA;NA;1,95260567896761;0,385589889473163;NA;NA;"5";"4"
"RR123";"ResRhod";2021;NA;NA;1,44729066533246;1,28060186743866;NA;NA;"5";"5"
"RR124";"ResRhod";2021;NA;NA;-0,0686543755729874;-2,32831739855125;NA;NA;"3";"1"
"RR125";"ResRhod";2021;NA;NA;0,26822230018378;-1,15902755637052;NA;NA;"4";"1"
"RR126";"ResRhod";2021;NA;NA;-1,07928440284329;0,50107530598484;NA;NA;"1";"4"
"RR127";"ResRhod";2021;NA;NA;-2,08991443011359;NA;NA;NA;"1";NA
"RR128";"ResRhod";2021;NA;NA;0,77353731381893;0,833095878455912;NA;NA;"4";"5"
"RR129";"ResRhod";2021;NA;NA;-0,0686543755729874;0,717610461944235;NA;NA;"3";"4"
"RR130";"ResRhod";2021;NA;NA;-0,405531051329754;0,674303430752356;NA;NA;"2";"4"
"RR131";"ResRhod";2021;NA;NA;-2,08991443011359;NA;NA;NA;"1";NA
"RR132";"ResRhod";2021;NA;NA;-0,0686543755729874;0,226797441769607;NA;NA;"3";"3"
"RR133";"ResRhod";2021;NA;NA;0,26822230018378;1,61262243990973;NA;NA;"4";"5"
"RR134";"ResRhod";2021;NA;NA;0,77353731381893;0,342282858281284;NA;NA;"4";"3"
"RR135";"ResRhod";2021;NA;NA;0,77353731381893;-1,72201896186495;NA;NA;"4";"1"
"RR136";"ResRhod";2021;NA;NA;-0,0686543755729874;-1,72201896186495;NA;NA;"3";"1"
"RR137";"ResRhod";2021;NA;NA;-1,58459941647844;-0,552729119684214;NA;NA;"1";"2"
"RR138";"ResRhod";2021;NA;NA;0,436660638062163;0,226797441769607;NA;NA;"4";"3"
"RR139";"ResRhod";2021;NA;NA;-0,237092713451371;1,28060186743866;NA;NA;"2";"5"
"RR140";"ResRhod";2021;NA;NA;1,1104139895757;1,22285915918282;NA;NA;"5";"5"
"RR141";"ResRhod";2021;NA;NA;0,0997839623053961;0,385589889473163;NA;NA;"3";"4"
"RR142";"ResRhod";2021;NA;NA;1,1104139895757;0,558818014240679;NA;NA;"5";"4"
"RR143";"ResRhod";2021;NA;NA;-0,573969389208138;-0,162965838957303;NA;NA;"2";"2"
"RR144";"ResRhod";2021;NA;NA;-1,41616107860006;-0,278451255468981;NA;NA;"1";"2"
"RR145";"ResRhod";2021;NA;NA;0,605098975940547;-1,77976167012078;NA;NA;"4";"1"
"RR146";"ResRhod";2021;NA;NA;0,941975651697313;-1,2745129728822;NA;NA;"5";"1"
"RR147";"ResRhod";2021;NA;NA;0,605098975940547;1,61262243990973;NA;NA;"4";"5"
"RR148";"ResRhod";2021;NA;NA;0,0997839623053961;-0,509422088492335;NA;NA;"3";"2"
"RR149";"ResRhod";2021;NA;NA;-0,237092713451371;-1,17346323343448;NA;NA;"2";"1"
"RR150";"ResRhod";2021;NA;NA;0,0997839623053961;-1,63540489948119;NA;NA;"3";"1"
"RR151";"ResRhod";2021;NA;NA;-0,910846064964905;-0,740392921515689;NA;NA;"1";"2"
"RR152";"ResRhod";2021;NA;NA;-0,0686543755729874;0,934145617903629;NA;NA;"3";"5"
"RR153";"ResRhod";2021;NA;NA;-0,237092713451371;0,703174784880275;NA;NA;"2";"4"
"RR154";"ResRhod";2021;NA;NA;-1,75303775435682;-1,2745129728822;NA;NA;"1";"1"
"RR155";"ResRhod";2021;NA;NA;-2,08991443011359;NA;NA;NA;"1";NA
"Vidoc";"Vidoc";2019;NA;NA;0,605098975940547;0,611748830141864;NA;NA;"4";"4"
"Vidoc";"Vidoc";2021;NA;NA;0,455376008937539;0,36634232005455;NA;NA;"4";"3"
"Coliris";"ResDur2";2022;NA;NA;NA;-1,0579778169228;NA;NA;NA;"1"
"Floreal";"Floreal";2022;NA;NA;NA;-0,119658807765425;NA;NA;NA;"3"
"Grenache";"Grenache";2019;NA;NA;NA;-0,220708547213142;NA;NA;NA;"2"
"Grenache";"Grenache";2022;NA;NA;NA;2,21892087659604;NA;NA;NA;"5"
"Lilaro";"ResDur2";2022;NA;NA;NA;-0,610471827940052;NA;NA;NA;"2"
"Muscaris";"Muscaris";2022;NA;NA;NA;0,0535693170020912;NA;NA;NA;"3"
"MuscatPG";"MuscatPG";2022;NA;NA;NA;0,226797441769607;NA;NA;NA;"3"
"Opalor";"ResDur2";2022;NA;NA;NA;0,616560722496517;NA;NA;NA;"4"
"RH01";"ResHamb";2022;NA;NA;NA;0,457768274792962;NA;NA;NA;"4"
"RH02";"ResHamb";2022;NA;NA;NA;1,71367217935745;NA;NA;NA;"5"
"RH03";"ResHamb";2022;NA;NA;NA;-0,119658807765425;NA;NA;NA;"3"
"RH04";"ResHamb";2022;NA;NA;NA;0,602125045432558;NA;NA;NA;"4"
"RM41";"ResDie";2022;NA;NA;NA;-1,07241349398676;NA;NA;NA;"1"
"RM42";"ResDie";2022;NA;NA;NA;-0,769264275643608;NA;NA;NA;"2"
"RM43";"ResDie";2022;NA;NA;NA;0,0680049940660512;NA;NA;NA;"3"
"RM44";"ResDie";2022;NA;NA;NA;NA;NA;NA;NA;NA
"RR156";"ResRhod";2022;NA;NA;NA;1,65592947110161;NA;NA;NA;"5"
"RR157";"ResRhod";2022;NA;NA;NA;-0,653778859131931;NA;NA;NA;"2"
"RR158";"ResRhod";2022;NA;NA;NA;-0,3073226095969;NA;NA;NA;"2"
"RR159";"ResRhod";2022;NA;NA;NA;-0,0763517765735454;NA;NA;NA;"3"
"RR160";"ResRhod";2022;NA;NA;NA;-0,220708547213142;NA;NA;NA;"2"
"RR161";"ResRhod";2022;NA;NA;NA;0,602125045432558;NA;NA;NA;"4"
"RR162";"ResRhod";2022;NA;NA;NA;-0,855878338027366;NA;NA;NA;"1"
"RR163";"ResRhod";2022;NA;NA;NA;0,602125045432558;NA;NA;NA;"4"
"RR164";"ResRhod";2022;NA;NA;NA;-0,653778859131931;NA;NA;NA;"2"
"RR165";"ResRhod";2022;NA;NA;NA;0,0246979628741719;NA;NA;NA;"3"
"RR166";"ResRhod";2022;NA;NA;NA;-0,408372349044617;NA;NA;NA;"2"
"RR167";"ResRhod";2022;NA;NA;NA;-0,798135629771528;NA;NA;NA;"2"
"RR168";"ResRhod";2022;NA;NA;NA;-0,148530161893344;NA;NA;NA;"3"
"RR169";"ResRhod";2022;NA;NA;NA;-0,162965838957303;NA;NA;NA;"2"
"RR170";"ResRhod";2022;NA;NA;NA;-0,365065317852739;NA;NA;NA;"2"
"RR171";"ResRhod";2022;NA;NA;NA;1,03519535735135;NA;NA;NA;"5"
"Selenor";"ResDur2";2022;NA;NA;NA;0,890838586711751;NA;NA;NA;"5"
"Sirano";"ResDur2";2022;NA;NA;NA;0,890838586711751;NA;NA;NA;"5"
"Syrah";"Syrah";2019;NA;NA;NA;0,782571008732053;NA;NA;NA;"4"
"Syrah";"Syrah";2022;NA;NA;NA;1,94464301238081;NA;NA;NA;"5"
"Vidoc";"Vidoc";2022;NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
